recordId,sourceFile,sourceSection,chunkType,content,productIds,docType,atexZone,tempMaxC,foerderleistungM3h,werkstoffGehaeuse,ex_certified,wirkungsgradPct,druckMaxBar,antriebsleistungKW
maintenance-manual.md::ersatzteilliste-standard::row-1,maintenance-manual.md,Ersatzteilliste (Standard),table-row,Position: Gleitringdichtung Set | AL-3000 / AL-3000-S: 30-100-001 | AL-3000-SX: 30-100-005 | AL-3500 / AL-3500-HT(-X): 35-100-001,AL-3000;AL-3000-S;AL-3000-SX;AL-3500;AL-3500-HT,maintenance,,,,,,,,
maintenance-manual.md::ersatzteilliste-standard::row-2,maintenance-manual.md,Ersatzteilliste (Standard),table-row,Position: Spaltring Saug | AL-3000 / AL-3000-S: 30-200-010 | AL-3000-SX: 30-200-015 | AL-3500 / AL-3500-HT(-X): 35-200-010,AL-3000;AL-3000-S;AL-3000-SX;AL-3500;AL-3500-HT,maintenance,,,,,,,,
maintenance-manual.md::ersatzteilliste-standard::row-3,maintenance-manual.md,Ersatzteilliste (Standard),table-row,Position: Spaltring Druck | AL-3000 / AL-3000-S: 30-200-011 | AL-3000-SX: 30-200-016 | AL-3500 / AL-3500-HT(-X): 35-200-011,AL-3000;AL-3000-S;AL-3000-SX;AL-3500;AL-3500-HT,maintenance,,,,,,,,
maintenance-manual.md::ersatzteilliste-standard::row-4,maintenance-manual.md,Ersatzteilliste (Standard),table-row,Position: Lagerset Antriebsseite | AL-3000 / AL-3000-S: 30-300-100 | AL-3000-SX: 30-300-100 | AL-3500 / AL-3500-HT(-X): 35-300-100,AL-3000;AL-3000-S;AL-3000-SX;AL-3500;AL-3500-HT,maintenance,,,,,,,,
maintenance-manual.md::ersatzteilliste-standard::row-5,maintenance-manual.md,Ersatzteilliste (Standard),table-row,Position: Lagerset Pumpenseite | AL-3000 / AL-3000-S: 30-300-101 | AL-3000-SX: 30-300-101 | AL-3500 / AL-3500-HT(-X): 35-300-101,AL-3000;AL-3000-S;AL-3000-SX;AL-3500;AL-3500-HT,maintenance,,,,,,,,
maintenance-manual.md::ersatzteilliste-standard::row-6,maintenance-manual.md,Ersatzteilliste (Standard),table-row,Position: Dichtungssatz Gehäuse | AL-3000 / AL-3000-S: 30-400-200 | AL-3000-SX: 30-400-205 | AL-3500 / AL-3500-HT(-X): 35-400-200,AL-3000;AL-3000-S;AL-3000-SX;AL-3500;AL-3500-HT,maintenance,,,,,,,,
maintenance-manual.md::ersatzteilliste-standard::chunk-4,maintenance-manual.md,Ersatzteilliste (Standard),prose,"Für AL-3000-SX und AL-3500-HT-X gilt: Ersatzteile mit Mediumkontakt sind
ausschließlich in der zertifizierten Ausführung zu verwenden, andernfalls
erlischt die ATEX-Zulassung.",AL-3000-SX;AL-3500-HT-X,maintenance,,,,,,,,
maintenance-manual.md::lagerfett-al-3000-reihe-und-al-3500::row-1,maintenance-manual.md,Lagerfett (AL-3000-Reihe und AL-3500),table-row,"Hersteller: Klüber | Produkt: Klüberplex BEM 41-132 | Eigenschaften: Lithiumkomplex, NLGI 2, –30 bis +130 °C",,maintenance,,,,,,,,
maintenance-manual.md::lagerfett-al-3000-reihe-und-al-3500::row-2,maintenance-manual.md,Lagerfett (AL-3000-Reihe und AL-3500),table-row,"Hersteller: SKF | Produkt: LGHP 2 | Eigenschaften: Polyharnstoff, NLGI 2/3, –40 bis +150 °C",,maintenance,,,,,,,,
maintenance-manual.md::lagerfett-al-3000-reihe-und-al-3500::chunk-5,maintenance-manual.md,Lagerfett (AL-3000-Reihe und AL-3500),prose,"Befüllmenge je Lager: 25 g (AL-3000-Reihe), 40 g (AL-3500).",AL-3000;AL-3500,maintenance,,,,,,,,
maintenance-manual.md::lagertraegeroel-al-3500-ht-al-3500-ht-x::row-1,maintenance-manual.md,"Lagerträgeröl (AL-3500-HT, AL-3500-HT-X)",table-row,"Hersteller: Klüber | Produkt: Klüberoil GEM 1-150 N | Eigenschaften: Mineralöl, ISO VG 150",,maintenance,,,,,,,,
maintenance-manual.md::lagertraegeroel-al-3500-ht-al-3500-ht-x::row-2,maintenance-manual.md,"Lagerträgeröl (AL-3500-HT, AL-3500-HT-X)",table-row,"Hersteller: Mobil | Produkt: SHC 629 | Eigenschaften: Synthetiköl, ISO VG 150",,maintenance,,,,,,,,
maintenance-manual.md::lagertraegeroel-al-3500-ht-al-3500-ht-x::chunk-6,maintenance-manual.md,"Lagerträgeröl (AL-3500-HT, AL-3500-HT-X)",prose,"Füllvolumen Lagerträger: 1,8 Liter. Ölstand am Schauglas mittig halten.",,maintenance,,,,,,,,
maintenance-manual.md::stillstand-und-lagerung::chunk-7,maintenance-manual.md,Stillstand und Lagerung,prose,"Bei Stillstand >2 Wochen muss die Welle wöchentlich von Hand mind. eine halbe
Umdrehung gedreht werden, um Standabdrücke an den Lagern zu vermeiden. Bei
ATEX-Pumpen darf das nur nach Freischalten und ggf. Inertisierung erfolgen.",,maintenance,,,,,,,,
product-catalog.md::uebersicht-der-produktfamilie::chunk-0,product-catalog.md,Übersicht der Produktfamilie,prose,"Die AeroLift-Kreiselpumpen sind für den Dauerbetrieb in industriellen Prozessen
ausgelegt. Beide Reihen teilen sich Wellenkonzept, Lagerträger und
Antriebsschnittstelle. Sie unterscheiden sich primär in Förderleistung,
zulässiger Medientemperatur, Werkstoff und Explosionsschutz.",,catalog,,,,,,,,
product-catalog.md::spezifikations-uebersicht::row-1,product-catalog.md,Spezifikations-Übersicht,table-row,Modell: AL-3000 | Bauart: Einstufige Kreiselpumpe | Förderleistung: 80 m³/h | Max. Medientemp.: 120 °C | Max. Druck: 16 bar | Saug-/Druck-DN: DN65 / DN50 | Werkstoff Gehäuse: EN-GJL-250 (Grauguss) | Wirkungsgrad: 72 % | Gewicht: 145 kg | Antriebsleistung: 22 kW | Ex-Schutz: keine,AL-3000,catalog,,120,80,EN-GJL-250 (Grauguss),false,72,16,22
product-catalog.md::spezifikations-uebersicht::row-2,product-catalog.md,Spezifikations-Übersicht,table-row,Modell: AL-3000-S | Bauart: Einstufige Kreiselpumpe | Förderleistung: 80 m³/h | Max. Medientemp.: 120 °C | Max. Druck: 16 bar | Saug-/Druck-DN: DN65 / DN50 | Werkstoff Gehäuse: EN-GJL-250 (Grauguss) | Wirkungsgrad: 72 % | Gewicht: 158 kg | Antriebsleistung: 22 kW | Ex-Schutz: ATEX Zone 2 (Gas),AL-3000-S,catalog,2,120,80,EN-GJL-250 (Grauguss),true,72,16,22
product-catalog.md::spezifikations-uebersicht::row-3,product-catalog.md,Spezifikations-Übersicht,table-row,Modell: AL-3000-SX | Bauart: Einstufige Kreiselpumpe | Förderleistung: 80 m³/h | Max. Medientemp.: 150 °C | Max. Druck: 16 bar | Saug-/Druck-DN: DN65 / DN50 | Werkstoff Gehäuse: 1.4408 (Edelstahl) | Wirkungsgrad: 70 % | Gewicht: 172 kg | Antriebsleistung: 22 kW | Ex-Schutz: ATEX Zone 1 (Gas),AL-3000-SX,catalog,1,150,80,1.4408 (Edelstahl),true,70,16,22
product-catalog.md::spezifikations-uebersicht::row-4,product-catalog.md,Spezifikations-Übersicht,table-row,Modell: AL-3500 | Bauart: Einstufige Kreiselpumpe | Förderleistung: 140 m³/h | Max. Medientemp.: 120 °C | Max. Druck: 16 bar | Saug-/Druck-DN: DN80 / DN65 | Werkstoff Gehäuse: EN-GJL-250 (Grauguss) | Wirkungsgrad: 76 % | Gewicht: 215 kg | Antriebsleistung: 37 kW | Ex-Schutz: keine,AL-3500,catalog,,120,140,EN-GJL-250 (Grauguss),false,76,16,37
product-catalog.md::spezifikations-uebersicht::row-5,product-catalog.md,Spezifikations-Übersicht,table-row,Modell: AL-3500-HT | Bauart: Einstufige Kreiselpumpe | Förderleistung: 140 m³/h | Max. Medientemp.: 220 °C | Max. Druck: 16 bar | Saug-/Druck-DN: DN80 / DN65 | Werkstoff Gehäuse: 1.4408 (Edelstahl) | Wirkungsgrad: 74 % | Gewicht: 232 kg | Antriebsleistung: 37 kW | Ex-Schutz: keine,AL-3500-HT,catalog,,220,140,1.4408 (Edelstahl),false,74,16,37
product-catalog.md::spezifikations-uebersicht::row-6,product-catalog.md,Spezifikations-Übersicht,table-row,Modell: AL-3500-HT-X | Bauart: Einstufige Kreiselpumpe | Förderleistung: 140 m³/h | Max. Medientemp.: 220 °C | Max. Druck: 16 bar | Saug-/Druck-DN: DN80 / DN65 | Werkstoff Gehäuse: 1.4408 (Edelstahl) | Wirkungsgrad: 74 % | Gewicht: 248 kg | Antriebsleistung: 37 kW | Ex-Schutz: ATEX Zone 1 (Gas),AL-3500-HT-X,catalog,1,220,140,1.4408 (Edelstahl),true,74,16,37
product-catalog.md::al-3000::chunk-1,product-catalog.md,AL-3000,prose,"Standard-Kreiselpumpe für allgemeine Industrieanwendungen ohne
Explosionsschutzanforderung. Graugussgehäuse, Standardlaufrad, Gleitringdichtung
nach EN 12756. Typische Einsatzfelder: Kühlwasserkreisläufe, Brauchwasser,
neutrale Medien bis 120 °C.",,catalog,,,,,,,,
product-catalog.md::al-3000-s::chunk-2,product-catalog.md,AL-3000-S,prose,"Variante mit ATEX-Zertifizierung für Zone 2 (Gas). Mechanisch identisch zur
AL-3000, jedoch mit zertifizierter Lagerüberwachung, statisch ableitfähiger
Lackierung und ATEX-konformem Klemmenkasten. Eingesetzt in Bereichen mit
gelegentlich auftretender explosionsfähiger Atmosphäre, etwa Pufferräumen oder
Außenbereichen von Anlagen.",AL-3000,catalog,,,,,,,,
product-catalog.md::al-3000-sx::chunk-3,product-catalog.md,AL-3000-SX,prose,"Erweiterte Sicherheitsvariante für ATEX Zone 1 (Gas) und erhöhte
Medientemperaturen bis 150 °C. Gehäuse und benetzte Teile in Edelstahl 1.4408,
zusätzliche Temperaturüberwachung am Lagerträger. Eingesetzt in
Lebensmittel-, Pharma- und Chemieanwendungen mit dauerhafter
Ex-Atmosphäre-Anforderung.",,catalog,,,,,,,,
product-catalog.md::al-3500::chunk-4,product-catalog.md,AL-3500,prose,"Höher fördernde Standard-Kreiselpumpe ohne Explosionsschutzanforderung. Gleiche
Konstruktionsphilosophie wie AL-3000, jedoch größeres Laufrad (DN80 saugseitig)
und stärkerer Antrieb. Typisch für Prozesswasser, Heizungsumwälzung in
Großanlagen, neutrale Medien bis 120 °C.",AL-3000,catalog,,,,,,,,
product-catalog.md::al-3500-ht::chunk-5,product-catalog.md,AL-3500-HT,prose,"High-Temperature-Variante der AL-3500-Reihe. Edelstahlgehäuse 1.4408 und
gekühlter Lagerträger erlauben Medientemperaturen bis 220 °C. Keine
ATEX-Zertifizierung. Typische Anwendungen: Thermalöl-Kreisläufe, Heißwasser,
nicht-brennbare Hochtemperaturmedien.",AL-3500,catalog,,,,,,,,
product-catalog.md::al-3500-ht-x::chunk-6,product-catalog.md,AL-3500-HT-X,prose,"Kombiniert High-Temperature-Auslegung (220 °C) mit ATEX Zone 1 (Gas). Die
einzige AL-3500-Variante mit Ex-Zulassung. Eingesetzt in chemischen
Anlagen mit Thermalöl- oder Heißmedienkreisläufen in Ex-Bereichen.",AL-3500,catalog,,,,,,,,
product-catalog.md::lieferumfang-aller-modelle::chunk-7,product-catalog.md,Lieferumfang aller Modelle,prose,"- Pumpenaggregat mit Motor und Grundrahmen
- Werkskennlinien-Protokoll
- EU-Konformitätserklärung
- Bei -S, -SX und -HT-X zusätzlich ATEX-Zertifikat",,catalog,,,,,,,,
product-catalog.md::bestellinformation::chunk-8,product-catalog.md,Bestellinformation,prose,"Bestell-IDs entsprechen exakt den Modellbezeichnungen. Bindestriche und
Suffix-Reihenfolge (`-HT-X` statt `-X-HT`) sind verbindlich.",,catalog,,,,,,,,
spec-sheet-AL-3000-family.md::hydraulische-kennlinien::chunk-0,spec-sheet-AL-3000-family.md,Hydraulische Kennlinien,prose,"Förderhöhe vs. Durchsatz bei Nenndrehzahl 2950 min⁻¹ (50 Hz, zweipolig).",,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::al-3000-al-3000-s::row-1,spec-sheet-AL-3000-family.md,AL-3000 / AL-3000-S,table-row,Durchsatz [m³/h]: Förderhöhe [m] | 0: 62 | 20: 60 | 40: 56 | 60: 50 | 80 (BEP): 42 | 95: 32,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::al-3000-al-3000-s::row-2,spec-sheet-AL-3000-family.md,AL-3000 / AL-3000-S,table-row,Durchsatz [m³/h]: Wirkungsgrad [%] | 0: 0 | 20: 38 | 40: 58 | 60: 68 | 80 (BEP): 72 | 95: 65,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::al-3000-sx::chunk-1,spec-sheet-AL-3000-family.md,AL-3000-SX,prose,"Wegen Edelstahllaufrad mit minimal abweichender Geometrie liegt die Kennlinie
ca. 2 % flacher.",,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::al-3000-sx::row-1,spec-sheet-AL-3000-family.md,AL-3000-SX,table-row,Durchsatz [m³/h]: Förderhöhe [m] | 0: 60 | 20: 58 | 40: 54 | 60: 48 | 80 (BEP): 40 | 95: 30,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::al-3000-sx::row-2,spec-sheet-AL-3000-family.md,AL-3000-SX,table-row,Durchsatz [m³/h]: Wirkungsgrad [%] | 0: 0 | 20: 36 | 40: 56 | 60: 66 | 80 (BEP): 70 | 95: 63,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::al-3000-sx::chunk-2,spec-sheet-AL-3000-family.md,AL-3000-SX,prose,BEP = Best Efficiency Point (bestpunkt-naher Auslegungspunkt).,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::row-1,spec-sheet-AL-3000-family.md,Anschlussmaße,table-row,Maß: Saugflansch | AL-3000: DN65 PN16 | AL-3000-S: DN65 PN16 | AL-3000-SX: DN65 PN16,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::row-2,spec-sheet-AL-3000-family.md,Anschlussmaße,table-row,Maß: Druckflansch | AL-3000: DN50 PN16 | AL-3000-S: DN50 PN16 | AL-3000-SX: DN50 PN16,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::row-3,spec-sheet-AL-3000-family.md,Anschlussmaße,table-row,Maß: Wellenende d/l | AL-3000: 32 / 80 mm | AL-3000-S: 32 / 80 mm | AL-3000-SX: 32 / 80 mm,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::row-4,spec-sheet-AL-3000-family.md,Anschlussmaße,table-row,Maß: Grundrahmenlänge | AL-3000: 1.080 mm | AL-3000-S: 1.080 mm | AL-3000-SX: 1.080 mm,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::row-5,spec-sheet-AL-3000-family.md,Anschlussmaße,table-row,Maß: Grundrahmenbreite | AL-3000: 420 mm | AL-3000-S: 420 mm | AL-3000-SX: 420 mm,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::row-6,spec-sheet-AL-3000-family.md,Anschlussmaße,table-row,Maß: Gesamthöhe | AL-3000: 540 mm | AL-3000-S: 555 mm | AL-3000-SX: 580 mm,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::anschlussmasse::chunk-3,spec-sheet-AL-3000-family.md,Anschlussmaße,prose,"Flansche nach EN 1092-1 Form B1. Saug- und Druckflansch sind achsversetzt
ausgeführt (Saug horizontal, Druck vertikal nach oben).",,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::werkstoffvarianten::row-1,spec-sheet-AL-3000-family.md,Werkstoffvarianten,table-row,Bauteil: Pumpengehäuse | AL-3000: EN-GJL-250 | AL-3000-S: EN-GJL-250 | AL-3000-SX: 1.4408,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::werkstoffvarianten::row-2,spec-sheet-AL-3000-family.md,Werkstoffvarianten,table-row,Bauteil: Laufrad | AL-3000: EN-GJL-250 | AL-3000-S: EN-GJL-250 | AL-3000-SX: 1.4408,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::werkstoffvarianten::row-3,spec-sheet-AL-3000-family.md,Werkstoffvarianten,table-row,Bauteil: Welle | AL-3000: 1.4021 | AL-3000-S: 1.4021 | AL-3000-SX: 1.4462 (Duplex),AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::werkstoffvarianten::row-4,spec-sheet-AL-3000-family.md,Werkstoffvarianten,table-row,Bauteil: Gleitringdichtung | AL-3000: SiC / Kohle / EPDM | AL-3000-S: SiC / Kohle / FKM | AL-3000-SX: SiC / SiC / FFKM,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::werkstoffvarianten::row-5,spec-sheet-AL-3000-family.md,Werkstoffvarianten,table-row,Bauteil: Lagerträger | AL-3000: EN-GJL-250 | AL-3000-S: EN-GJL-250 | AL-3000-SX: EN-GJL-250,AL-3000;AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::werkstoffvarianten::chunk-4,spec-sheet-AL-3000-family.md,Werkstoffvarianten,prose,"Bei der AL-3000-SX sind alle medienberührten Teile aus Edelstahl 1.4408
(entspricht ASTM CF8M, Werkstoff-Nr. 1.4408). Damit sind die Pumpen
FDA-konform für den Lebensmittelkontakt einsetzbar.",AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::row-1,spec-sheet-AL-3000-family.md,Antrieb,table-row,Position: Nennleistung | Wert: 22 kW,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::row-2,spec-sheet-AL-3000-family.md,Antrieb,table-row,Position: Drehzahl | Wert: 2950 min⁻¹,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::row-3,spec-sheet-AL-3000-family.md,Antrieb,table-row,Position: Spannung | Wert: 400 V / 50 Hz / 3 Ph,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::row-4,spec-sheet-AL-3000-family.md,Antrieb,table-row,Position: Schutzart | Wert: IP55,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::row-5,spec-sheet-AL-3000-family.md,Antrieb,table-row,Position: Wärmeklasse | Wert: F (155 °C),,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::row-6,spec-sheet-AL-3000-family.md,Antrieb,table-row,Position: Wirkungsgrad-Klasse Motor | Wert: IE3,,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::antrieb::chunk-5,spec-sheet-AL-3000-family.md,Antrieb,prose,"Bei AL-3000-S und AL-3000-SX wird ein ATEX-zertifizierter Motor entsprechender
Zone (II 3G bzw. II 2G) verwendet. Details siehe `atex-guide.md`.",AL-3000-S;AL-3000-SX,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::schallemission::chunk-6,spec-sheet-AL-3000-family.md,Schallemission,prose,"Im Auslegungspunkt (BEP, 80 m³/h) gemessen in 1 m Abstand:",,spec-sheet,,,,,,,,
spec-sheet-AL-3000-family.md::schallemission::row-1,spec-sheet-AL-3000-family.md,Schallemission,table-row,Modell: AL-3000 | Schalldruckpegel L_p [dB(A)]: 74,AL-3000,spec-sheet,,,,,,,74,
spec-sheet-AL-3000-family.md::schallemission::row-2,spec-sheet-AL-3000-family.md,Schallemission,table-row,Modell: AL-3000-S | Schalldruckpegel L_p [dB(A)]: 74,AL-3000-S,spec-sheet,,,,,,,74,
spec-sheet-AL-3000-family.md::schallemission::row-3,spec-sheet-AL-3000-family.md,Schallemission,table-row,Modell: AL-3000-SX | Schalldruckpegel L_p [dB(A)]: 76,AL-3000-SX,spec-sheet,,,,,,,76,
spec-sheet-AL-3500-family.md::hydraulische-kennlinien::chunk-0,spec-sheet-AL-3500-family.md,Hydraulische Kennlinien,prose,"Förderhöhe vs. Durchsatz bei Nenndrehzahl 2950 min⁻¹ (50 Hz, zweipolig).",,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::al-3500::row-1,spec-sheet-AL-3500-family.md,AL-3500,table-row,Durchsatz [m³/h]: Förderhöhe [m] | 0: 78 | 40: 75 | 80: 70 | 110: 64 | 140 (BEP): 56 | 165: 44,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::al-3500::row-2,spec-sheet-AL-3500-family.md,AL-3500,table-row,Durchsatz [m³/h]: Wirkungsgrad [%] | 0: 0 | 40: 42 | 80: 62 | 110: 72 | 140 (BEP): 76 | 165: 68,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::al-3500-ht-al-3500-ht-x::chunk-1,spec-sheet-AL-3500-family.md,AL-3500-HT / AL-3500-HT-X,prose,"Identische Hydraulik. Bei Heißmedien fällt der Wirkungsgrad effektiv um
ca. 2 Prozentpunkte gegenüber kaltem Wasser, da Lagerträgerkühlung Energie
abführt.",,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::al-3500-ht-al-3500-ht-x::row-1,spec-sheet-AL-3500-family.md,AL-3500-HT / AL-3500-HT-X,table-row,Durchsatz [m³/h]: Förderhöhe [m] | 0: 76 | 40: 73 | 80: 68 | 110: 62 | 140 (BEP): 54 | 165: 42,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::al-3500-ht-al-3500-ht-x::row-2,spec-sheet-AL-3500-family.md,AL-3500-HT / AL-3500-HT-X,table-row,Durchsatz [m³/h]: Wirkungsgrad [%] | 0: 0 | 40: 40 | 80: 60 | 110: 70 | 140 (BEP): 74 | 165: 66,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::row-1,spec-sheet-AL-3500-family.md,Anschlussmaße,table-row,Maß: Saugflansch | AL-3500: DN80 PN16 | AL-3500-HT: DN80 PN25 | AL-3500-HT-X: DN80 PN25,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::row-2,spec-sheet-AL-3500-family.md,Anschlussmaße,table-row,Maß: Druckflansch | AL-3500: DN65 PN16 | AL-3500-HT: DN65 PN25 | AL-3500-HT-X: DN65 PN25,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::row-3,spec-sheet-AL-3500-family.md,Anschlussmaße,table-row,Maß: Wellenende d/l | AL-3500: 42 / 110 mm | AL-3500-HT: 42 / 110 mm | AL-3500-HT-X: 42 / 110 mm,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::row-4,spec-sheet-AL-3500-family.md,Anschlussmaße,table-row,Maß: Grundrahmenlänge | AL-3500: 1.260 mm | AL-3500-HT: 1.260 mm | AL-3500-HT-X: 1.260 mm,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::row-5,spec-sheet-AL-3500-family.md,Anschlussmaße,table-row,Maß: Grundrahmenbreite | AL-3500: 480 mm | AL-3500-HT: 480 mm | AL-3500-HT-X: 480 mm,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::row-6,spec-sheet-AL-3500-family.md,Anschlussmaße,table-row,Maß: Gesamthöhe | AL-3500: 620 mm | AL-3500-HT: 660 mm | AL-3500-HT-X: 680 mm,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::anschlussmasse::chunk-2,spec-sheet-AL-3500-family.md,Anschlussmaße,prose,"Flansche nach EN 1092-1 Form B1. Bei den HT-Varianten werden PN25-Flansche
eingesetzt, um die thermische Ausdehnung der Dichtflächen aufzunehmen.",,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::werkstoffvarianten::row-1,spec-sheet-AL-3500-family.md,Werkstoffvarianten,table-row,Bauteil: Pumpengehäuse | AL-3500: EN-GJL-250 | AL-3500-HT: 1.4408 | AL-3500-HT-X: 1.4408,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::werkstoffvarianten::row-2,spec-sheet-AL-3500-family.md,Werkstoffvarianten,table-row,Bauteil: Laufrad | AL-3500: EN-GJL-250 | AL-3500-HT: 1.4408 | AL-3500-HT-X: 1.4408,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::werkstoffvarianten::row-3,spec-sheet-AL-3500-family.md,Werkstoffvarianten,table-row,Bauteil: Welle | AL-3500: 1.4021 | AL-3500-HT: 1.4462 (Duplex) | AL-3500-HT-X: 1.4462 (Duplex),AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::werkstoffvarianten::row-4,spec-sheet-AL-3500-family.md,Werkstoffvarianten,table-row,Bauteil: Gleitringdichtung | AL-3500: SiC / Kohle / EPDM | AL-3500-HT: SiC / SiC / FFKM | AL-3500-HT-X: SiC / SiC / FFKM,AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::werkstoffvarianten::row-5,spec-sheet-AL-3500-family.md,Werkstoffvarianten,table-row,"Bauteil: Lagerträger (gekühlt) | AL-3500: nein | AL-3500-HT: ja, ölgekühlt | AL-3500-HT-X: ja, ölgekühlt",AL-3500;AL-3500-HT;AL-3500-HT-X,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::row-1,spec-sheet-AL-3500-family.md,Antrieb,table-row,Position: Nennleistung | Wert: 37 kW,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::row-2,spec-sheet-AL-3500-family.md,Antrieb,table-row,Position: Drehzahl | Wert: 2950 min⁻¹,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::row-3,spec-sheet-AL-3500-family.md,Antrieb,table-row,Position: Spannung | Wert: 400 V / 50 Hz / 3 Ph,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::row-4,spec-sheet-AL-3500-family.md,Antrieb,table-row,Position: Schutzart | Wert: IP55,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::row-5,spec-sheet-AL-3500-family.md,Antrieb,table-row,Position: Wärmeklasse | Wert: F (155 °C),,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::row-6,spec-sheet-AL-3500-family.md,Antrieb,table-row,Position: Wirkungsgrad-Klasse Motor | Wert: IE3,,spec-sheet,,,,,,,,
spec-sheet-AL-3500-family.md::antrieb::chunk-3,spec-sheet-AL-3500-family.md,Antrieb,prose,"Bei AL-3500-HT-X wird ein ATEX-zertifizierter Motor (II 2G) eingesetzt.
Details siehe `atex-guide.md`.",AL-3500-HT-X,spec-sheet,,,,,,,,
